jetplane_mean_5.bmp,98.8994,27.3203
jetplane_mean_9.bmp,244.866,23.383
jetplane_median_3.bmp,19.2773,34.4218
jetplane_median_5.bmp,67.0752,29.0066
jetplane_median_9.bmp,189.476,24.4967
jetplane_1_default.bmp,3.78876,41.4873
jetplane_1_001.bmp,0.0775795,58.3748
jetplane_1_005.bmp,0.0775795,58.3748
jetplane_1_01.bmp,0.0775795,58.3748
jetplane_1_05.bmp,3.78876,41.4873
jetplane_1_1.bmp,29.4579,32.5802
jetplane_1_2.bmp,64.9417,29.147
jetplane_1_5.bmp,85.0138,27.9773
jetplane_2_default.bmp,3.78793,41.4882
jetplane_2_001.bmp,0.0775795,58.3748
jetplane_2_005.bmp,0.0775795,58.3748
jetplane_2_01.bmp,0.0775795,58.3748
jetplane_2_05.bmp,3.78793,41.4882
jetplane_2_1.bmp,29.4561,32.5805
jetplane_2_2.bmp,64.9413,29.147
jetplane_2_5.bmp,85.0138,27.9773
